-62 67.34854344288236 .01
-61 78.95664019198526 .01
-60 90.5712299900349 .01
-59 102.17664058078468 .01
-58 113.78384848894703 .01
-57 125.38849537041447 .01
-56 136.99542125712014 .01
-55 148.60390743960673 .01
-54 160.20048556798722 .01
-53 171.80877000422154 .01
-52 183.40621435448097 .01
-51 195.01740062920427 .01
-50 206.612805214839 .01
-49 218.2184186719388 .01
-48 229.81439748075312 .01
-47 241.4168220781161 .01
-46 253.01557402103637 .01
-45 264.61600080773525 .01
-44 276.20952016851845 .01
-43 287.80712723703067 .01
-42 299.4131971550797 .01
-41 311.0149372555264 .01
-40 322.61433460499524 .01
-39 334.2133412288073 .01
-38 345.81475896529577 .01
-37 357.4149873561649 .01
-36 369.01108072089903 .01
-35 380.61683319140155 .01
-34 392.2187707517753 .01
-33 403.8254149436331 .01
-32 415.4287643936603 .01
-31 427.0314484999863 .01
-30 438.6338491018761 .01
-29 450.2407992283239 .01
-28 461.85315983655704 .01
-27 473.45888833985157 .01
-26 485.064555921867 .01
-25 496.6707737896214 .01
-24 508.27865235765734 .01
-23 519.8862363348904 .01
-22 531.4965583718871 .01
-21 543.1039953049731 .01
-20 554.7116395607652 .01
-19 566.3152713938002 .01
-18 577.92671744716 .01
-17 589.5359346343845 .01
-16 601.1399804296782 .01
-15 612.7432428561789 .01
-14 624.3423910798791 .01
-13 635.9501753750608 .01
-12 647.5486736489989 .01
-11 659.1550136868625 .01
-10 670.7507809544287 .01
-9 682.3510791661051 .01
-8 693.9518713565816 .01
-7 705.5542608750949 .01
-6 717.1530092920245 .01
-5 728.7460056974525 .01
-4 740.3505452877165 .01
-3 751.9498008215703 .01
-2 763.5472396865075 .01
-1 775.1487458116422 .01
0 786.7427483682993 .01
1 798.3467841989581 .01
2 809.9420249708734 .01
3 821.543564593927 .01
4 833.1482005790157 .01
5 844.7542867604831 .01
6 856.3604076080976 .01
7 867.9672222858277 .01
8 879.5649405509612 .01
9 891.1713866795241 .01
10 902.7765232730379 .01
11 914.390474846159 .01
12 925.9987616607276 .01
13 937.6066938229599 .01
14 949.214584596718 .01
15 960.8143368465095 .01
16 972.4306432811755 .01
17 984.0368466936186 .01
18 995.6408344497082 .01
19 1007.247456000057 .01
20 1018.8612974841917 .01
21 1030.4670246960077 .01
22 1042.0694521425994 .01
23 1053.671403825842 .01
24 1065.2724715365941 .01
25 1076.876000786253 .01
26 1088.4799005267362 .01
27 1100.0807926062453 .01
28 1111.6896316114328 .01
29 1123.283001198424 .01
30 1134.8901489515436 .01
31 1146.4833852353058 .01
32 1158.0833004050685 .01
33 1169.6890460714321 .01
34 1181.2885472856262 .01
35 1192.88709303642 .01
36 1204.4843709094525 .01
37 1216.084613929891 .01
38 1227.6806258641534 .01
39 1239.2800370088485 .01
40 1250.8775959047853 .01
41 1262.4841605377894 .01
42 1274.0890801894495 .01
43 1285.6920065694756 .01
44 1297.2940435912635 .01
45 1308.898187928214 .01
46 1320.5014474102845 .01
47 1332.1027047121813 .01
48 1343.713719682074 .01
49 1355.3207453902305 .01
50 1366.923311243952 .01
51 1378.532834899852 .01
52 1390.1447393553594 .01
53 1401.751412537204 .01
54 1413.3593375104733 .01
55 1424.9681468299332 .01
56 1436.5756414172565 .01
57 1448.1846697657415 .01
58 1459.7879832963881 .01
59 1471.3900686887318 .01
60 1482.9996013633413 .01
61 1494.6093321887925 .01
62 1506.2070343704033 .01
